transaction_id,timestamp,customer_id,customer_segment,transaction_type,amount_ghs,currency,provider,channel,region,merchant_or_agent_id,recipient_id,device_id,status,failure_or_reversal_reason,balance_before_ghs,balance_after_ghs,customer_tenure_days,velocity_1h,device_changes_24h,failed_attempts_24h,risk_score
TXN000701,2026-08-17 03:17:00,CUST0110,SME,P2P Transfer,151.36,GHS,ApexMoney,Web,Greater Accra,,RCP0204,DEV0116,SUCCESS,,235.22,83.86,831,3,1,0,44.2
TXN000702,2026-08-20 02:25:00,CUST0003,Consumer,Bill Payment,80.47,GHS,SwiftCash,Mobile App,Greater Accra,,RCP0116,DEV0247,SUCCESS,,506.02,425.55,1970,1,0,1,33.4
TXN000703,2026-08-06 04:46:00,CUST0012,SME,Bank Transfer,17.22,GHS,MobiLink,USSD,Greater Accra,,RCP0069,DEV0308,SUCCESS,,71.81,54.59,1952,2,0,2,48.8
TXN000704,2026-08-06 07:26:00,CUST0101,Consumer,P2P Transfer,89.4,GHS,ApexMoney,POS,Ashanti,,RCP0246,DEV0378,SUCCESS,,388.92,299.52,517,4,0,0,54.1
TXN000705,2026-08-05 00:13:00,CUST0099,Microbusiness,Merchant Payment,19.45,GHS,KasaPay,Mobile App,Greater Accra,MER017,RCP0003,DEV0084,SUCCESS,,460.49,441.04,174,11,1,1,89.2
TXN000706,2026-08-18 12:19:00,CUST0240,Consumer,Cash-In,146.84,GHS,KasaPay,Mobile App,Greater Accra,MER024,RCP0115,DEV0262,SUCCESS,,177.78,324.62,1153,5,2,1,96.1
TXN000707,2026-08-01 05:50:00,CUST0041,Microbusiness,Cash-Out,65.93,GHS,ApexMoney,Mobile App,Greater Accra,MER029,RCP0115,DEV0410,SUCCESS,,1532.9,1466.97,1671,1,2,0,50.6
TXN000708,2026-08-18 17:53:00,CUST0252,Microbusiness,Merchant Payment,392.85,GHS,KasaPay,POS,Volta,MER080,RCP0237,DEV0218,FAILED,Insufficient Funds,315.5,315.5,1872,2,0,0,29.8
TXN000709,2026-08-15 18:05:00,CUST0071,Consumer,P2P Transfer,202.47,GHS,KasaPay,USSD,Greater Accra,,RCP0050,DEV0019,SUCCESS,,412.36,209.89,326,4,1,0,67.8
TXN000710,2026-08-15 10:41:00,CUST0042,Microbusiness,P2P Transfer,33.06,GHS,ApexMoney,POS,Greater Accra,,RCP0106,DEV0118,SUCCESS,,316.03,282.97,839,2,0,3,53.3
TXN000711,2026-08-22 01:22:00,CUST0210,Consumer,Bill Payment,14.62,GHS,ApexMoney,Web,Ashanti,,RCP0148,DEV0358,SUCCESS,,463.51,448.89,1692,2,2,3,79.2
TXN000712,2026-08-17 04:50:00,CUST0233,Microbusiness,Merchant Payment,42.87,GHS,MobiLink,POS,Greater Accra,MER034,RCP0090,DEV0357,SUCCESS,,1314.36,1271.49,146,2,1,2,51.3
TXN000713,2026-08-23 13:26:00,CUST0182,Consumer,Bank Transfer,28.84,GHS,ApexMoney,API,Bono,,RCP0082,DEV0142,SUCCESS,,3148.75,3119.91,1594,5,1,2,94.1
TXN000714,2026-08-24 16:21:00,CUST0035,Consumer,Merchant Payment,384.47,GHS,SwiftCash,POS,Volta,MER018,RCP0028,DEV0089,SUCCESS,,861.98,477.51,652,5,1,0,55.1
TXN000715,2026-08-29 12:34:00,CUST0035,Microbusiness,Bill Payment,80.74,GHS,SwiftCash,Web,Ashanti,,RCP0070,DEV0132,SUCCESS,,1114.32,1033.58,64,1,0,0,14.4
TXN000716,2026-08-25 18:38:00,CUST0118,Microbusiness,P2P Transfer,180.08,GHS,SwiftCash,Web,Ashanti,,RCP0093,DEV0110,FAILED,Limit Exceeded,1785.26,1785.26,543,5,0,1,60.2
TXN000717,2026-08-17 01:10:00,CUST0136,SME,P2P Transfer,63.93,GHS,SwiftCash,POS,Ashanti,,RCP0217,DEV0334,SUCCESS,,593.87,529.94,1635,3,2,3,93.9
TXN000718,2026-08-16 06:09:00,CUST0300,Consumer,Bill Payment,69.92,GHS,MobiLink,POS,Greater Accra,,RCP0088,DEV0379,SUCCESS,,1599.89,1529.97,1916,5,0,1,69.7
TXN000719,2026-08-08 07:22:00,CUST0086,Consumer,Bill Payment,79.22,GHS,SwiftCash,API,Greater Accra,,RCP0042,DEV0021,SUCCESS,,892.74,813.52,192,4,2,3,94.7
TXN000720,2026-08-19 14:05:00,CUST0058,Consumer,Merchant Payment,208.63,GHS,KasaPay,USSD,Greater Accra,MER013,RCP0220,DEV0334,FAILED,Network Timeout,548.94,548.94,1028,4,0,1,62.1
TXN000721,2026-08-05 07:31:00,CUST0284,Microbusiness,Merchant Payment,106.15,GHS,KasaPay,USSD,Greater Accra,MER021,RCP0092,DEV0007,SUCCESS,,640.82,534.67,454,3,0,1,82.05678435260778
TXN000722,2026-08-29 20:50:00,CUST0047,SME,Merchant Payment,33.16,GHS,KasaPay,USSD,Eastern,MER013,RCP0239,DEV0276,FAILED,Validation Error,125.7,125.7,1508,4,2,3,96.5
TXN000723,2026-08-27 04:42:00,CUST0008,Microbusiness,Merchant Payment,323.48,GHS,KasaPay,Web,Greater Accra,MER015,RCP0029,DEV0393,SUCCESS,,613.44,289.96,1720,5,2,1,93.9
TXN000724,2026-08-04 17:04:00,CUST0127,Consumer,P2P Transfer,63.5,GHS,ApexMoney,USSD,Greater Accra,,RCP0006,DEV0007,REVERSED,Network Timeout,154.81,154.81,2117,3,2,2,84.5217688452302
TXN000725,2026-08-25 08:45:00,CUST0121,Microbusiness,Bank Transfer,55.3,GHS,KasaPay,Web,Ashanti,,RCP0239,DEV0315,SUCCESS,,145.63,90.33,790,1,2,2,56.4
TXN000726,2026-08-04 15:07:00,CUST0186,Consumer,P2P Transfer,7.35,GHS,KasaPay,POS,Ashanti,,RCP0026,DEV0058,SUCCESS,,569.44,562.09,668,1,1,2,53.8
TXN000727,2026-08-23 08:35:00,CUST0264,SME,Cash-Out,139.66,GHS,ApexMoney,API,Greater Accra,MER069,RCP0003,DEV0404,SUCCESS,,213.67,74.01,691,3,0,2,61.4
TXN000728,2026-08-03 17:15:00,CUST0280,Consumer,P2P Transfer,88.75,GHS,ApexMoney,Mobile App,Greater Accra,,RCP0167,DEV0007,SUCCESS,,490.13,401.38,1678,3,1,3,76.7
TXN000729,2026-08-16 03:12:00,CUST0087,Consumer,P2P Transfer,88.67,GHS,SwiftCash,POS,Greater Accra,,RCP0083,DEV0041,PENDING,Awaiting Confirmation,546.66,546.66,987,5,1,1,80.0
TXN000730,2026-08-21 09:27:00,CUST0295,Consumer,Cash-Out,57.84,GHS,KasaPay,POS,Greater Accra,MER010,RCP0126,DEV0336,SUCCESS,,565.26,507.42,64,1,2,1,50.8
TXN000731,2026-08-23 14:14:00,CUST0190,Microbusiness,Merchant Payment,49.95,GHS,SwiftCash,API,Western,MER077,RCP0106,DEV0338,SUCCESS,,250.11,200.16,2085,5,0,2,73.8
TXN000732,2026-08-13 23:26:00,CUST0021,Consumer,Cash-Out,59.49,GHS,KasaPay,Web,Volta,MER051,RCP0077,DEV0209,SUCCESS,,966.82,907.33,242,1,0,1,34.2
TXN000733,2026-08-29 13:41:00,CUST0282,Consumer,P2P Transfer,120.75,GHS,MobiLink,USSD,Ashanti,,RCP0125,DEV0140,SUCCESS,,460.85,340.1,2043,3,1,0,50.7
TXN000734,2026-08-25 00:05:00,CUST0042,Microbusiness,Bill Payment,140.23,GHS,SwiftCash,USSD,None,,RCP0068,DEV0008,SUCCESS,,685.95,545.72,368,3,2,1,77.7
TXN000735,2026-08-07 10:56:00,CUST0177,SME,Cash-Out,66.93,GHS,ApexMoney,Mobile App,Central,MER031,RCP0059,DEV0409,SUCCESS,,200.87,133.94,1190,3,2,2,79.2
TXN000736,2026-08-21 19:23:00,CUST0238,Consumer,Bank Transfer,182.47,GHS,MobiLink,API,Eastern,,RCP0059,DEV0083,REVERSED,Network Timeout,431.06,431.06,697,1,1,2,49.2
TXN000737,2026-08-23 15:31:00,CUST0075,Consumer,P2P Transfer,76.16,GHS,ApexMoney,Mobile App,Greater Accra,,RCP0031,DEV0380,FAILED,Validation Error,1122.12,1122.12,1515,4,1,1,69.2
TXN000738,2026-08-11 08:13:00,CUST0082,Consumer,Merchant Payment,53.06,GHS,KasaPay,POS,Greater Accra,MER015,RCP0137,DEV0265,SUCCESS,,1020.08,967.02,895,1,1,2,57.1
TXN000739,2026-08-23 21:14:00,CUST0143,Consumer,Merchant Payment,96.41,GHS,SwiftCash,POS,Ashanti,MER070,RCP0143,DEV0309,SUCCESS,,270.98,174.57,817,4,1,1,70.6
TXN000740,2026-08-28 20:23:00,CUST0266,Consumer,Cash-In,25.65,GHS,ApexMoney,USSD,Eastern,MER059,RCP0005,DEV0313,PENDING,Awaiting Confirmation,327.29,327.29,1057,3,1,2,71.3
TXN000741,2026-08-26 07:55:00,CUST0068,Consumer,P2P Transfer,99.27,GHS,KasaPay,Mobile App,Greater Accra,,RCP0120,DEV0387,FAILED,Invalid PIN,234.74,234.74,2136,5,0,1,55.0
TXN000742,2026-08-24 15:19:00,CUST0200,Consumer,P2P Transfer,21.96,GHS,KasaPay,Mobile App,Greater Accra,,RCP0192,DEV0016,SUCCESS,,301.17,279.21,551,5,1,3,77.0
TXN000743,2026-08-20 16:03:00,CUST0136,Consumer,Merchant Payment,34.0,GHS,ApexMoney,Web,Greater Accra,MER015,RCP0001,DEV0447,SUCCESS,,172.55,138.55,495,5,1,2,90.7
TXN000744,2026-08-09 09:16:00,CUST0034,Consumer,P2P Transfer,14.65,GHS,ApexMoney,USSD,Greater Accra,,RCP0078,DEV0020,SUCCESS,,444.24,429.59,159,3,2,2,79.6
TXN000745,2026-08-25 15:38:00,CUST0214,Consumer,Merchant Payment,70.19,GHS,ApexMoney,Mobile App,Ashanti,MER011,RCP0249,DEV0450,SUCCESS,,792.23,722.04,1628,3,2,1,67.9
TXN000746,2026-08-12 06:57:00,CUST0250,Consumer,P2P Transfer,319.96,GHS,ApexMoney,POS,Eastern,,RCP0111,DEV0118,FAILED,Insufficient Funds,273.48,273.48,1495,4,2,3,98.2
TXN000747,2026-08-17 11:57:00,CUST0173,Consumer,P2P Transfer,73.74,GHS,KasaPay,Mobile App,Ashanti,,RCP0005,DEV0381,SUCCESS,,460.38,386.64,1345,4,0,1,67.6
TXN000748,2026-08-10 17:56:00,CUST0053,Consumer,Cash-In,140.76,GHS,KasaPay,Web,Greater Accra,MER055,RCP0137,DEV0038,SUCCESS,,417.64,558.4,66,4,1,3,92.5
TXN000749,2026-08-10 16:53:00,CUST0047,Consumer,Merchant Payment,601.52,GHS,KasaPay,Mobile App,Greater Accra,MER055,RCP0107,DEV0208,SUCCESS,,1087.18,485.66,1742,3,1,0,54.8
TXN000750,2026-08-05 21:15:00,CUST0128,Microbusiness,Merchant Payment,114.83,GHS,SwiftCash,Mobile App,Western,MER028,RCP0055,DEV0244,SUCCESS,,311.47,196.64,1783,3,2,3,80.7
TXN000751,2026-08-30 19:12:00,CUST0152,Microbusiness,Cash-In,42.5,GHS,ApexMoney,Mobile App,Ashanti,MER066,RCP0020,DEV0430,SUCCESS,,320.09,362.59,2079,1,1,3,55.5
TXN000752,2026-08-05 13:57:00,CUST0166,Consumer,Bank Transfer,47.78,GHS,ApexMoney,USSD,Greater Accra,,RCP0229,DEV0056,FAILED,Limit Exceeded,261.25,261.25,2045,1,2,0,28.7
TXN000753,2026-08-03 16:10:00,CUST0074,Microbusiness,Merchant Payment,81.5,GHS,SwiftCash,USSD,Greater Accra,MER069,RCP0211,DEV0017,SUCCESS,,209.95,128.45,590,5,2,0,78.8
TXN000754,2026-08-30 00:28:00,CUST0151,Microbusiness,Cash-In,47.56,GHS,MobiLink,POS,Western,MER025,RCP0177,DEV0292,SUCCESS,,732.81,780.37,1567,5,1,3,98.7
TXN000755,2026-08-18 04:55:00,CUST0089,Consumer,Bill Payment,50.68,GHS,KasaPay,USSD,Central,,RCP0005,DEV0023,REVERSED,Duplicate Transaction,445.26,445.26,894,4,2,1,83.1
TXN000756,2026-08-14 13:48:00,CUST0206,Consumer,Cash-In,188.19,GHS,ApexMoney,Mobile App,Northern,MER073,RCP0226,DEV0350,SUCCESS,,513.43,701.62,1317,2,2,2,73.1
TXN000757,2026-08-23 20:41:00,CUST0239,Consumer,Bank Transfer,194.85,GHS,SwiftCash,Mobile App,Eastern,,RCP0123,DEV0018,SUCCESS,,1281.75,1086.9,741,1,2,0,42.1
TXN000758,2026-08-12 21:11:00,CUST0196,Consumer,Bank Transfer,20.09,GHS,MobiLink,Mobile App,Ashanti,,RCP0124,DEV0437,SUCCESS,,1338.17,1318.08,1450,1,2,1,48.6
TXN000759,2026-08-04 23:10:00,CUST0001,Consumer,P2P Transfer,40.63,GHS,KasaPay,Web,Ashanti,,RCP0228,DEV0240,SUCCESS,,143.36,102.73,2096,4,1,2,70.0
TXN000760,2026-08-23 14:53:00,CUST0298,Consumer,Merchant Payment,54.9,GHS,ApexMoney,Mobile App,Greater Accra,MER070,RCP0113,DEV0427,PENDING,Awaiting Confirmation,801.01,801.01,1440,4,1,3,83.0
TXN000761,2026-08-06 10:56:00,CUST0008,SME,Cash-Out,135.53,GHS,ApexMoney,API,Eastern,MER019,RCP0062,DEV0057,FAILED,Network Timeout,583.61,583.61,2027,2,1,1,44.1
TXN000762,2026-08-18 03:25:00,CUST0300,Consumer,Bill Payment,215.21,GHS,KasaPay,Mobile App,Eastern,,RCP0062,DEV0124,SUCCESS,,348.56,133.35,2050,1,2,0,53.5
TXN000763,2026-08-30 10:06:00,CUST0010,Consumer,Merchant Payment,809.71,GHS,MobiLink,Mobile App,Greater Accra,MER027,RCP0241,DEV0205,FAILED,Insufficient Funds,630.03,630.03,274,1,1,1,34.2
TXN000764,2026-08-30 00:29:00,CUST0155,SME,P2P Transfer,54.83,GHS,SwiftCash,Mobile App,Northern,,RCP0142,DEV0014,SUCCESS,,134.99,80.16,2122,4,2,2,83.8
TXN000765,2026-08-12 04:25:00,CUST0032,Consumer,Cash-In,57.2,GHS,ApexMoney,Mobile App,Ashanti,MER031,RCP0150,DEV0047,SUCCESS,,1475.84,1533.04,1802,4,2,3,82.4
TXN000766,2026-08-25 04:32:00,CUST0029,Consumer,P2P Transfer,134.33,GHS,SwiftCash,POS,Greater Accra,,RCP0154,DEV0149,SUCCESS,,725.03,590.7,947,2,1,3,69.8
TXN000767,2026-08-19 23:49:00,CUST0206,SME,Cash-Out,45.61,GHS,SwiftCash,USSD,Greater Accra,MER074,RCP0058,DEV0332,SUCCESS,,257.52,211.91,1326,4,1,3,84.0
TXN000768,2026-08-15 20:39:00,CUST0219,Consumer,Merchant Payment,72.25,GHS,KasaPay,Mobile App,Northern,MER051,RCP0109,DEV0319,REVERSED,Duplicate Transaction,317.65,317.65,1363,5,1,0,62.9
TXN000769,2026-08-05 08:06:00,CUST0036,Consumer,Cash-Out,57.24,GHS,SwiftCash,POS,Volta,MER037,RCP0247,DEV0040,SUCCESS,,137.36,80.12,1733,3,2,2,71.4
TXN000770,2026-08-12 16:00:00,CUST0293,Consumer,Bank Transfer,8.77,GHS,KasaPay,USSD,Ashanti,,RCP0038,DEV0027,SUCCESS,,389.37,380.6,1769,2,0,2,49.0
TXN000771,2026-08-21 05:01:00,CUST0097,Consumer,Cash-In,90.45,GHS,KasaPay,API,Volta,MER006,RCP0247,DEV0296,SUCCESS,,343.08,433.53,238,1,0,1,28.7
TXN000772,2026-08-31 14:03:00,CUST0096,Microbusiness,Cash-In,69.76,GHS,KasaPay,API,Northern,MER039,RCP0071,DEV0162,SUCCESS,,182.39,252.15,17,4,0,3,73.2
TXN000773,2026-08-01 03:38:00,CUST0090,Consumer,Cash-Out,239.98,GHS,KasaPay,POS,Western,MER052,RCP0077,DEV0357,SUCCESS,,882.3,642.32,553,3,0,3,77.7
TXN000774,2026-08-23 06:00:00,CUST0139,Microbusiness,Bank Transfer,81.83,GHS,MobiLink,Web,Northern,,RCP0004,DEV0135,SUCCESS,,1283.82,1201.99,1166,2,2,0,52.0
TXN000775,2026-08-27 05:40:00,CUST0054,Consumer,Bank Transfer,28.04,GHS,KasaPay,POS,Ashanti,,RCP0172,DEV0164,SUCCESS,,482.74,454.7,1870,1,2,3,73.2
TXN000776,2026-08-30 11:41:00,CUST0128,SME,P2P Transfer,65.41,GHS,KasaPay,USSD,Central,,RCP0083,DEV0099,SUCCESS,,391.81,326.4,1441,5,1,3,89.2
TXN000777,2026-08-14 03:18:00,CUST0063,Consumer,Cash-In,13.77,GHS,KasaPay,POS,Eastern,MER001,RCP0119,DEV0120,SUCCESS,,682.82,696.59,311,5,0,2,68.3
TXN000778,2026-08-04 16:08:00,CUST0016,SME,P2P Transfer,29.1,GHS,KasaPay,Mobile App,Central,,RCP0151,DEV0318,SUCCESS,,485.54,456.44,1582,3,1,1,57.9
TXN000779,2026-08-09 09:35:00,CUST0111,Consumer,Bank Transfer,139.8,GHS,KasaPay,POS,Greater Accra,,RCP0165,DEV0213,SUCCESS,,218.85,79.05,1037,2,2,3,93.0
TXN000780,2026-08-27 08:47:00,CUST0202,Microbusiness,Cash-In,66.01,GHS,SwiftCash,API,Central,MER002,RCP0248,DEV0297,SUCCESS,,302.02,368.03,820,4,0,2,63.3
TXN000781,2026-08-28 05:11:00,CUST0229,Microbusiness,Merchant Payment,178.42,GHS,KasaPay,Mobile App,Volta,MER011,RCP0144,DEV0036,SUCCESS,,394.52,216.1,1701,5,1,3,94.2
TXN000782,2026-08-20 17:58:00,CUST0107,Consumer,P2P Transfer,15.3,GHS,KasaPay,Web,Greater Accra,,RCP0047,DEV0241,SUCCESS,,593.56,578.26,660,3,1,2,62.0
TXN000783,2026-08-04 19:19:00,CUST0098,Consumer,Merchant Payment,66.28,GHS,KasaPay,API,Bono,MER042,RCP0183,DEV0207,SUCCESS,,496.21,429.93,1366,1,2,3,53.5
TXN000784,2026-08-04 18:42:00,CUST0237,Consumer,Cash-Out,54.37,GHS,ApexMoney,Mobile App,Ashanti,MER080,RCP0015,DEV0410,SUCCESS,,576.96,522.59,412,1,1,1,37.3
TXN000785,2026-08-15 19:45:00,CUST0205,Consumer,P2P Transfer,183.55,GHS,SwiftCash,USSD,Greater Accra,,RCP0219,DEV0191,FAILED,Insufficient Funds,157.02,157.02,848,1,1,0,47.3
TXN000786,2026-08-19 05:39:00,CUST0250,Consumer,P2P Transfer,144.29,GHS,KasaPay,Web,Greater Accra,,RCP0077,DEV0047,SUCCESS,,811.52,667.23,1233,3,2,1,71.6
TXN000787,2026-08-02 00:05:00,CUST0272,Consumer,Bank Transfer,140.6,GHS,KasaPay,API,Western,,RCP0188,DEV0314,SUCCESS,,494.01,353.41,1377,3,2,3,95.8
TXN000788,2026-08-22 06:27:00,CUST0247,SME,Cash-Out,301.93,GHS,SwiftCash,Mobile App,Ashanti,MER026,RCP0041,DEV0068,SUCCESS,,3342.69,3040.76,2023,3,1,2,64.9
TXN000789,2026-08-17 21:06:00,CUST0281,SME,P2P Transfer,59.57,GHS,SwiftCash,Mobile App,Greater Accra,,RCP0106,DEV0410,SUCCESS,,368.44,308.87,649,4,2,2,70.9
TXN000790,2026-08-01 09:09:00,CUST0125,Consumer,P2P Transfer,253.36,GHS,MobiLink,POS,Eastern,,RCP0181,DEV0173,REVERSED,Settlement Failure,628.03,628.03,1972,1,2,2,54.3
TXN000791,2026-08-03 23:11:00,CUST0119,Consumer,Bill Payment,33.53,GHS,KasaPay,Mobile App,Greater Accra,,RCP0161,DEV0354,SUCCESS,,4113.03,4079.5,1799,5,1,2,85.4
TXN000792,2026-08-15 02:00:00,CUST0097,Consumer,Cash-Out,32.5,GHS,ApexMoney,Mobile App,Ashanti,MER031,RCP0002,DEV0296,SUCCESS,,569.96,537.46,801,2,2,0,52.4
TXN000793,2026-08-23 09:36:00,CUST0071,Microbusiness,Cash-In,154.44,GHS,SwiftCash,Mobile App,Northern,MER051,RCP0009,DEV0210,FAILED,Insufficient Funds,468.38,468.38,321,3,1,1,57.9
TXN000794,2026-08-26 14:05:00,CUST0225,SME,Merchant Payment,22.67,GHS,KasaPay,Mobile App,Eastern,MER055,RCP0255,DEV0263,SUCCESS,,235.05,212.38,578,2,1,0,37.8
TXN000795,2026-08-14 08:53:00,CUST0215,Consumer,P2P Transfer,132.54,GHS,SwiftCash,USSD,Central,,RCP0137,DEV0083,SUCCESS,,1550.29,1417.75,1452,2,0,1,45.6
TXN000796,2026-08-10 03:44:00,CUST0241,Consumer,P2P Transfer,88.78,GHS,KasaPay,POS,Eastern,,RCP0222,DEV0034,SUCCESS,,206.58,117.8,1738,5,2,2,90.0
TXN000797,2026-08-31 00:25:00,CUST0051,Consumer,Cash-Out,202.57,GHS,SwiftCash,USSD,Bono,MER034,RCP0019,DEV0345,FAILED,Validation Error,678.81,678.81,1352,1,0,3,51.8
TXN000798,2026-08-15 05:09:00,CUST0148,Consumer,P2P Transfer,77.44,GHS,ApexMoney,POS,Greater Accra,,RCP0128,DEV0432,SUCCESS,,345.45,268.01,1599,3,2,0,60.2
TXN000799,2026-08-10 18:38:00,CUST0067,SME,P2P Transfer,85.43,GHS,KasaPay,USSD,Greater Accra,,RCP0150,DEV0007,SUCCESS,,427.52,342.09,237,3,2,2,79.67098020342058
TXN000800,2026-08-14 17:04:00,CUST0268,Microbusiness,Cash-Out,125.57,GHS,ApexMoney,Mobile App,Greater Accra,MER052,RCP0239,DEV0138,PENDING,Awaiting Confirmation,169.36,169.36,1119,3,2,0,53.7
TXN000801,2026-08-01 08:59:00,CUST0081,Consumer,Bill Payment,46.37,GHS,KasaPay,Mobile App,Ashanti,,RCP0185,DEV0162,SUCCESS,,1349.31,1302.94,1924,2,0,0,28.4
TXN000802,2026-08-10 08:38:00,CUST0044,Consumer,Cash-Out,44.69,GHS,SwiftCash,Mobile App,Eastern,MER026,RCP0163,DEV0162,SUCCESS,,400.07,355.38,865,2,1,3,79.2
TXN000803,2026-08-16 23:34:00,CUST0171,Consumer,Merchant Payment,121.91,GHS,KasaPay,Mobile App,Central,MER049,RCP0077,DEV0317,SUCCESS,,198.08,76.17,1979,5,2,2,99.0
TXN000804,2026-08-29 11:19:00,CUST0264,Consumer,Merchant Payment,79.45,GHS,KasaPay,Mobile App,Greater Accra,MER076,RCP0258,DEV0281,SUCCESS,,1260.82,1181.37,285,2,1,0,47.1
TXN000805,2026-08-23 21:14:00,CUST0275,Consumer,Merchant Payment,57.62,GHS,MobiLink,Mobile App,Greater Accra,MER070,RCP0085,DEV0359,SUCCESS,,337.61,279.99,2153,3,1,0,44.3
TXN000806,2026-08-25 05:16:00,CUST0029,Consumer,Merchant Payment,75.92,GHS,SwiftCash,Mobile App,Eastern,MER079,RCP0073,DEV0426,PENDING,Awaiting Confirmation,633.31,633.31,1730,2,1,0,32.4
TXN000807,2026-08-17 21:24:00,CUST0098,Consumer,Cash-In,315.88,GHS,KasaPay,POS,Bono,MER034,RCP0188,DEV0177,SUCCESS,,926.17,1242.05,1383,4,0,1,62.6
TXN000808,2026-08-04 10:16:00,CUST0047,SME,Merchant Payment,55.89,GHS,MobiLink,USSD,Greater Accra,MER010,RCP0259,DEV0299,SUCCESS,,703.12,647.23,1364,5,1,0,70.4
TXN000809,2026-08-13 02:50:00,CUST0093,Microbusiness,Cash-In,54.53,GHS,KasaPay,API,Greater Accra,MER018,RCP0222,DEV0226,SUCCESS,,94.87,149.4,2060,5,2,2,93.8
TXN000810,2026-08-31 21:47:00,CUST0161,Consumer,Bank Transfer,19.08,GHS,SwiftCash,POS,Greater Accra,,RCP0047,DEV0430,SUCCESS,,830.08,811.0,838,1,0,1,29.8
TXN000811,2026-08-02 08:51:00,CUST0085,Consumer,Bill Payment,78.57,GHS,ApexMoney,USSD,Ashanti,,RCP0212,DEV0160,FAILED,Network Timeout,456.93,456.93,375,1,0,2,32.2
TXN000812,2026-08-28 06:07:00,CUST0021,SME,P2P Transfer,142.36,GHS,ApexMoney,Mobile App,Greater Accra,,RCP0092,DEV0085,SUCCESS,,384.99,242.63,2022,2,0,0,36.2
TXN000813,2026-08-22 05:15:00,CUST0154,Microbusiness,Merchant Payment,165.8,GHS,ApexMoney,USSD,Ashanti,MER013,RCP0058,DEV0171,SUCCESS,,454.04,288.24,239,3,1,0,56.1
TXN000814,2026-08-09 19:13:00,CUST0016,SME,P2P Transfer,89.3,GHS,ApexMoney,Mobile App,Eastern,,RCP0243,DEV0279,FAILED,Validation Error,147.3,147.3,1456,1,0,0,18.9
TXN000815,2026-08-25 02:49:00,CUST0069,Consumer,Merchant Payment,183.54,GHS,KasaPay,USSD,Ashanti,MER053,RCP0247,DEV0430,REVERSED,Settlement Failure,569.14,569.14,596,5,1,0,60.4
TXN000816,2026-08-26 22:39:00,CUST0001,Consumer,P2P Transfer,151.65,GHS,ApexMoney,Mobile App,Ashanti,,RCP0096,DEV0373,SUCCESS,,177.1,25.45,2045,5,2,0,82.4
TXN000817,2026-08-02 08:09:00,CUST0027,Consumer,P2P Transfer,209.77,GHS,SwiftCash,USSD,Greater Accra,,RCP0007,DEV0009,SUCCESS,,397.67,187.9,2142,3,0,1,44.1
TXN000818,2026-08-04 07:10:00,CUST0131,Microbusiness,Cash-Out,188.04,GHS,ApexMoney,Mobile App,Volta,MER046,RCP0055,DEV0230,SUCCESS,,554.02,365.98,1051,4,0,3,84.7
TXN000819,2026-08-21 15:19:00,CUST0256,Microbusiness,Merchant Payment,309.35,GHS,ApexMoney,POS,Ashanti,MER068,RCP0141,DEV0072,SUCCESS,,1102.71,793.36,1180,3,0,2,56.3
TXN000820,2026-08-31 23:20:00,CUST0233,Consumer,Bank Transfer,70.51,GHS,MobiLink,Web,Greater Accra,,RCP0016,DEV0163,SUCCESS,,266.48,195.97,1008,4,1,1,63.7
TXN000821,2026-08-01 17:49:00,CUST0030,SME,P2P Transfer,26.36,GHS,SwiftCash,POS,Greater Accra,,RCP0059,DEV0425,FAILED,Validation Error,1463.65,1463.65,944,5,2,3,99.0
TXN000822,2026-08-21 15:16:00,CUST0011,SME,P2P Transfer,143.19,GHS,MobiLink,USSD,Eastern,,RCP0039,DEV0444,SUCCESS,,1002.39,859.2,2062,1,0,3,47.7
TXN000823,2026-08-05 05:34:00,CUST0102,Consumer,Merchant Payment,158.14,GHS,KasaPay,USSD,Northern,MER031,RCP0247,DEV0070,SUCCESS,,357.07,198.93,642,2,0,3,64.8
TXN000824,2026-08-21 03:41:00,CUST0196,Consumer,P2P Transfer,309.36,GHS,ApexMoney,Mobile App,Greater Accra,,RCP0093,DEV0064,FAILED,Insufficient Funds,214.53,214.53,2112,3,0,3,71.3
TXN000825,2026-08-20 07:44:00,CUST0225,Consumer,P2P Transfer,242.04,GHS,KasaPay,POS,Greater Accra,,RCP0099,DEV0314,FAILED,Insufficient Funds,166.86,166.86,1436,5,2,2,99.0
TXN000826,2026-08-03 19:17:00,CUST0247,Consumer,Bill Payment,425.66,GHS,KasaPay,USSD,Greater Accra,,RCP0110,DEV0185,SUCCESS,,604.15,178.49,2114,3,0,3,67.1
TXN000827,2026-08-22 02:27:00,CUST0103,Microbusiness,P2P Transfer,137.95,GHS,ApexMoney,Mobile App,Eastern,,RCP0004,DEV0195,SUCCESS,,283.45,145.5,1352,2,1,1,47.3
TXN000828,2026-08-28 19:23:00,CUST0051,Consumer,P2P Transfer,98.94,GHS,MobiLink,Mobile App,Volta,,RCP0141,DEV0394,SUCCESS,,1211.38,1112.44,1804,1,1,3,59.9
TXN000829,2026-08-27 18:24:00,CUST0008,SME,Cash-In,25.1,GHS,KasaPay,API,Ashanti,MER069,RCP0237,DEV0415,SUCCESS,,296.0,321.1,1085,3,0,0,36.4
